dsld_id,matching_rows,usable_rows,unresolved_rows,distinct_amounts,min_grams,max_grams,selected_source_rowid,product_name,raw_market_status,market_status,suggested_use,name_group,threshold_category
206627,1,1,0,1,3.0,3.0,1012482,Mass Impact Citrus Natural Flavor,Off Market,off_market,Directions for use: Shake or stir the contents of one level scoop into 8 fluid ounces of water or the beverage of your choice. For enhanced athletic performance; consume on an empty stomach 30 minutes before exercise. May consume up to three servings per day.,name_without_creatine,at_least_3g
207560,1,1,0,1,5.0,5.0,1022674,Creatine Monohydrate,Off Market,off_market,Directions for Use: Mix 1 level scoop with 8oz. of water 1 to 2 times daily.,name_contains_creatine,at_least_3g
20785,1,0,1,0,,,194986,Nitrox Silver Bullet Raspberry Lemonade,Off Market,off_market,Directions: Mix one level scoop with 12 ounces of cold water 10-30 minutes prior to your workout. Do not exceed 2 servings per day. SILVER BULLET should be used in combination with regular exercise and a proper nutrition plan for best results.,name_without_creatine,unusable
208368,1,0,1,0,,,1029667,Whey Protein Chocolate,On Market,on_market,Directions for use: For adults; add two (2) scoops to 6-8 ounces or four (4) scoops to 14-16 ounces of your favorite beverage. Consume within 10 minutes after mixing. Take this product with an adequate daily fluid intake. Whey protein can be taken immediately following exercise or as needed throughout the day in order to meet your daily protein requirements.,name_without_creatine,unusable
208721,1,1,0,1,5.0,5.0,1032412,Overcome Candy Tart,On Market,on_market,Suggested use: There are many different uses for Overcome. Read warnings and use only as directed.For users looking to improve their workout: As a dietary supplement; shake 2 scoops of Overcome with 32oz's of cold water and drink before and during your training.For users looking for faster recovery; sustained mental focus; better protein and nutrient absorption; and a pump that'll last all damn day: As a dietary supplement; mix 2 scoops in a gallon of water and drink throughout the day.,name_without_creatine,at_least_3g
209301,1,0,1,0,,,1036797,PowerBoost,On Market,on_market,Directions for use:Adults and Teens (over the age of 16): Add 3 level scoops daily to your favorite P2Life Nutriboost nutritional formula or energy drink; immediately after exercise.Please see our website for a more detailed explanation on the recommended dosages required in order to maximize the effectiveness of P2Life's PowerBoost.,name_without_creatine,unusable
209871,1,0,1,0,,,1041415,.380 Xtreme Pre-Workout Fuel,Off Market,off_market,,name_without_creatine,unusable
209872,1,1,0,1,4.0,4.0,1041440,Razor 8 Blast Powder Blue Rocket,On Market,on_market,,name_without_creatine,at_least_3g
209891,1,0,1,0,,,1041624,Methyl 1-3 Strawberry Lemonade,Off Market,off_market,,name_without_creatine,unusable
209902,1,1,0,1,2.0,2.0,1041730,Cannibal Ferox Carny Candy,On Market,on_market,,name_without_creatine,below_3g
209952,1,1,0,1,1.0,1.0,1042134,Geeked Cherry Limeade,Off Market,off_market,,name_without_creatine,below_3g
209953,1,0,1,0,,,1042154,Triple X Watermelon,On Market,on_market,,name_without_creatine,unusable
209975,3,3,0,3,1.66767,5.0,1042246,Alphagen Candy Melon,On Market,on_market,Recommended use: As a dietary supplement; mix 1 rounded scoop (15.3g) with 8-12oz water (depending on flavor preference) and consume 15-20 minutes pre-workout. Start with 1/3 scoop to assess tolerance. Gradually build up to 1 rounded scoop. Do not use more than one scoop at a time. Do Not use more than 3 (three) scoops in a 24 hour period.,name_without_creatine,at_least_3g
210095,1,1,0,1,5.0,5.0,1043582,Clash Fully Loaded Pre-Workout,On Market,on_market,,name_without_creatine,at_least_3g
21015,1,1,0,1,3.0,3.0,197990,Micronized Creatine 6000,On Market,on_market,DIRECTIONS: As a dietary supplement; mix one (1) scoop of Micronized Creatine 6000(TM); approximately (3g); with 8oz of water or with your favorite beverage. Take 1 - 2 times a day or as directed by your qualified health consultant. NOTE: When taking 2 scoops on the same day; split dose; take one scoop in the morning and one scoop in the afternoon for best results. Two scoops equals 6000mg (6g).,name_contains_creatine,at_least_3g
21018,1,1,0,1,3.0,3.0,198003,Micronized Creatine 6000,On Market,on_market,DIRECTIONS: As a dietary supplement; mix one (1) scoop of Micronized Creatine 6000(TM); approximately (3g); with 8oz of water or with your favorite beverage. Take 1 - 2 times a day or as directed by your qualified health consultant. NOTE: When taking 2 scoops on the same day; split dose; take one scoop in the morning and one scoop in the afternoon for best results. Two scoops equals 6000mg (6g).,name_contains_creatine,at_least_3g
210519,1,1,0,1,0.4,0.4,1046688,Mass XXX Chocolate,On Market,on_market,Directions: As a dietary supplement; mix 4 level scoops (205 g) with 16 fl. oz. of cold water or milk. Consume 1-2 servings daily. On training days; consume post-workout. On non-training days; consume first thing in the morning or between meals. Consume ample amounts of water while taking this product.,name_without_creatine,below_3g
21052,1,1,0,1,5.0,5.0,198393,Hardcore Creatine Powder,On Market,on_market,DIRECTIONS: For adults; take one (1) heaping teaspoon (5 g) daily. Mix with juice or other glucose-containing liquid. Creatine should be consumed within 10 minutes after mixing. Take this product with an adequate fluid intake. Use in conjunction with an intense daily exercise program and a balanced diet including an adequate caloric intake.,name_contains_creatine,at_least_3g
21054,1,1,0,1,5.0,5.0,198395,Hardcore Creatine Powder,On Market,on_market,Use in conjunction with an intense daily exercise program and a balanced diet including an adequate caloric intake. DIRECTIONS: For adults; take one (1) heaping teaspoon (5 g) daily. Mix with juice or other glucose-containing liquid. Creatine should be consumed within 10 minutes after mixing. Take this product with an adequate fluid intake.,name_contains_creatine,at_least_3g
210615,1,0,1,0,,,1048175,Animal Pump,Off Market,off_market,Dosage: As a 'core' or foundational preworkout supplement; take a single pack 30-45 minutes before you lift; preferably on an empty stomach. As each pack also contains your full; daily dose of creatine; take Pump every day for optimal results. On non-training days; you can take the pack around the same time as you would if you were training. You can remove the red capsule (stims) on off days; or if you train at night.,name_without_creatine,unusable
210630,1,0,1,0,,,1048460,intraMAX 2.0 Peach Mango Flavor,Off Market,off_market,,name_without_creatine,unusable
210637,2,2,0,1,1.0,1.0,1048714,Super Mass Gainer Cookies & Cream,Off Market,off_market,Directions: Add 2 1/2 cups of Super Mass Gainer to 24-32 fl. oz. of water or 32 fl. oz. of whole milk. Blend for 30-45 seconds. Add ice cubes; fruit or other ingredients as desired and blend for an additional 30-45 seconds. Note: Using milk will provide a thicker; creamier; higher-calorie shake.Shaker-cup friendly when using 1/2 serving or less. Shake for 30-45 seconds to allow for proper mixing.,name_without_creatine,below_3g
210650,2,2,0,1,1.0,1.0,1048921,Super Mass Gainer Cookies & Cream,Off Market,off_market,Directions: Add 2 1/2 cups of Super Mass Gainer to 24-32 fl. oz. of water or 32 fl. oz. of whole milk. Blend for 30-45 seconds. Add ice cubes; fruit or other ingredients as desired and blend for an additional 30-45 seconds. Note: Using milk will provide a thicker; creamier; higher-calorie shake.Shaker-cup friendly when using 1/2 serving or less. Shake for 30-45 seconds to allow for proper mixing.,name_without_creatine,below_3g
210655,2,2,0,1,1.0,1.0,1049042,Super Mass Gainer Fudge Brownie,Off Market,off_market,Directions: Add 2 ½ cups of super mass gainer to 24-32 fl. oz. of water or 32 fl. oz. of whole milk. Blend for 30-45 seconds. Add ice cubes; fruit or other ingredients as desired and blend for an additional 30-45 seconds. Note: Using milk will provide a thicker; creamier; higher-calorie shake.Shaker-cup friendly when using 1/2 serving or less. Shake for 30-45 seconds to allow for proper mixing.,name_without_creatine,below_3g
210661,2,2,0,1,1.0,1.0,1049180,Super Mass Gainer Gourmet Vanilla,Off Market,off_market,Directions: Add 2 ½ cups of super mass gainer to 24-32 fl. oz. of water or 32 fl. oz. of whole milk. Blend for 30-45 seconds. Add ice cubes; fruit or other ingredients as desired and blend for an additional 30-45 seconds. Note: Using milk will provide a thicker; creamier; higher-calorie shake.Shaker-cup friendly when using 1/2 serving or less. Shake for 30-45 seconds to allow for proper mixing.,name_without_creatine,below_3g
210667,2,2,0,1,1.0,1.0,1049342,Super Mass Gainer Gourmet Vanilla,Off Market,off_market,Directions: Add 2 ½ cups of super mass gainer to 24-32 fl. oz. of water or 32 fl. oz. of whole milk. Blend for 30-45 seconds. Add ice cubes; fruit or other ingredients as desired and blend for an additional 30-45 seconds. Note: Using milk will provide a thicker; creamier; higher-calorie shake.Shaker-cup friendly when using 1/2 serving or less. Shake for 30-45 seconds to allow for proper mixing.,name_without_creatine,below_3g
210697,1,1,0,1,1.0,1.0,1049760,Super Mass Gainer Rich Chocolate,Off Market,off_market,Directions: Add 2 1/2 cups of Super Mass Gainer to 24-32 fl. oz. of water or 32 fl. oz. of whole milk. Blend for 30-45 seconds. Add ice cubes; fruit or other ingredients as desired and blend for an additional 30-45 seconds. Note: Using milk will provide a thicker; creamier; higher-calorie shake.Shaker-cup friendly when using 1/2 serving or less. Shake for 30-45 seconds to allow for proper mixing.,name_without_creatine,below_3g
210733,2,2,0,1,1.0,1.0,1050117,Super Mass Gainer Rich Chocolate,Off Market,off_market,Directions: Add 2 ½ cups of Super Mass Gainer to 24-32 fl. oz. of water or 32 fl. oz. of whole milk. Blend for 30-45 seconds. Add ice cubes; fruit or other ingredients as desired and blend for an additional 30-45 seconds. Note: Using milk will provide a thicker; creamier; higher-calorie shake.Shaker-cup friendly when using 1/2 serving or less. Shake for 30-45 seconds to allow for proper mixing.,name_without_creatine,below_3g
210743,2,2,0,1,1.0,1.0,1050247,Super Mass Gainer Strawberry,Off Market,off_market,Directions: Add 2 1/2 cups of Super Mass Gainer to 24-32 fl. oz. of water or 32 fl. oz. of whole milk. Blend for 30-45 seconds. Add ice cubes; fruit or other ingredients as desired and blend for an additional 30-45 seconds. Note: Using milk will provide a thicker; creamier; higher-calorie shake.Shaker-cup friendly when using 1/2 serving or less. Shake for 30-45 seconds to allow for proper mixing.,name_without_creatine,below_3g
210747,2,2,0,1,1.0,1.0,1050331,Super Mass Gainer Cookies & Cream,Off Market,off_market,Directions: Add 2 1/2 cups of Super Mass Gainer to 24-32 fl. oz. of water or 32 fl. oz. of whole milk. Blend for 30-45 seconds. Add ice cubes; fruit or other ingredients as desired and blend for an additional 30-45 seconds. Note: Using milk will provide a thicker; creamier; higher-calorie shake.Shaker-cup friendly when using 1/2 serving or less. Shake for 30-45 seconds to allow for proper mixing.,name_without_creatine,below_3g
210758,2,2,0,1,1.0,1.0,1050459,Super Mass Gainer Cookies & Cream,Off Market,off_market,Directions: Add 2 1/2 cups of Super Mass Gainer to 24-32 fl. oz. of water or 32 fl. oz. of whole milk. Blend for 30-45 seconds. Add ice cubes; fruit or other ingredients as desired and blend for an additional 30-45 seconds. Note: Using milk will provide a thicker; creamier; higher-calorie shake.Shaker-cup friendly when using 1/2 serving or less. Shake for 30-45 seconds to allow for proper mixing.,name_without_creatine,below_3g
210763,1,1,0,1,1.0,1.0,1050552,Super Mass Gainer Fudge Brownie,Off Market,off_market,Directions: Add 2 1/2 cups of Super Mass Gainer to 24-32 fl. oz. of water or 32 fl. oz. of whole milk. Blend for 30-45 seconds. Add ice cubes; fruit or other ingredients as desired and blend for an additional 30-45 seconds. Note: Using milk will provide a thicker; creamier; higher-calorie shake.Shaker-cup friendly when using 1/2 serving or less. Shake for 30-45 seconds to allow for proper mixing.,name_without_creatine,below_3g
210946,1,1,0,1,2.0,2.0,1051652,Advanced Whey Protein Isolate Vanilla Flavor,Off Market,off_market,Read the entire label and follow the directions carefully prior to use.Directions: Mix (1) scoop in approximately 4 to 8 ounces of water or beverage of choice (to taste) daily; or as recommended by a healthcare practitioner. Drink immediately.,name_without_creatine,below_3g
210955,1,1,0,1,2.0,2.0,1051840,Advanced Whey Protein Isolate Vanilla Flavor,Off Market,off_market,Read the entire label and follow the directions carefully prior to use.Directions: Mix (1) scoop in approximately 4 to 8 ounces of water or beverage of choice (to taste) once or twice daily; or as recommended by a healthcare practitioner. Drink immediately. Notice: Use this product as a food supplement only.Do not use for weight reduction.,name_without_creatine,below_3g
210957,1,1,0,1,2.0,2.0,1051853,Advanced Whey Protein Isolate Vanilla Flavor,Off Market,off_market,Read the entire label and follow the directions carefully prior to use.Directions: Mix (1) scoop in approximately 4 to 8 ounces of water or beverage of choice (to taste) daily; or as recommended by a healthcare practitioner. Drink immediately.,name_without_creatine,below_3g
211083,2,1,1,1,1.0,1.0,1053523,Super Mass Gainer Gourmet Vanilla,Off Market,off_market,Directions: Add 2 1/2 cups of Super Mass Gainer to 24-32 fl. oz. of water or 32 fl. oz. of whole milk. Blend for 30-45 seconds. Add ice cubes; fruit or other ingredients as desired and blend for an additional 30-45 seconds. Note: Using milk will provide a thicker; creamier; higher-calorie shake.Shaker-cup friendly when using 1/2 serving or less. Shake for 30-45 seconds to allow for proper mixing.,name_without_creatine,below_3g
211165,1,1,0,1,5.0,5.0,1054431,Creatine UP Unflavored,Off Market,off_market,Directions: Mix 1 scoop (8 g) daily with 8 oz of water or beverage of choice. For best results; take this product 30 minutes before exercise; or immediately following exercise with a recovery beverage such as Perfect Protein. For best results; take 4 servings daily for 1 week; followed by 1-2 servings daily. On rest days; take 1-2 servings with a meal or as directed by trainer; coach; or healthcare professional.,name_contains_creatine,at_least_3g
211339,1,1,0,1,2.5,2.5,1056020,Re-Built Mass XP Chocolate,On Market,on_market,,name_without_creatine,below_3g
211396,1,1,0,1,3.0,3.0,1056709,Throat Punch,On Market,on_market,,name_without_creatine,at_least_3g
211453,1,1,0,1,5.0,5.0,1057833,Red White & Boom Freedom,Off Market,off_market,,name_without_creatine,at_least_3g
211460,2,1,1,1,1.0,1.0,1057991,Super Mass Gainer Gourmet Vanilla,Off Market,off_market,Directions: Add 2 ½ cups of Super Mass Gainer to 24-32 fl. oz. of water or 32 fl. oz. of whole milk. Blend for 30-45 seconds. Add ice cubes; fruit or other ingredients as desired and blend for an additional 30-45 seconds. Note: Using milk will provide a thicker; creamier; higher-calorie shake.Shaker-cup friendly when using 1/2 serving or less. Shake for 30-45 seconds to allow for proper mixing.,name_without_creatine,below_3g
211462,2,2,0,1,1.0,1.0,1058025,Super Mass Gainer Rich Chocolate,Off Market,off_market,Directions: Add 2 1/2 cups of Super Mass Gainer to 24-32 fl. oz. of water or 32 fl. oz. of whole milk. Blend for 30-45 seconds. Add ice cubes; fruit or other ingredients as desired and blend for an additional 30-45 seconds. Note: Using milk will provide a thicker; creamier; higher-calorie shake.Shaker-cup friendly when using 1/2 serving or less. Shake for 30-45 seconds to allow for proper mixing.,name_without_creatine,below_3g
211463,2,2,0,1,1.0,1.0,1058083,Super Mass Gainer Rich Chocolate,Off Market,off_market,Directions: Add 2 1/2 cups of Super Mass Gainer to 24-32 fl. oz. of water or 32 fl. oz. of whole milk. Blend for 30-45 seconds. Add ice cubes; fruit or other ingredients as desired and blend for an additional 30-45 seconds. Note: Using milk will provide a thicker; creamier; higher-calorie shake.Shaker-cup friendly when using 1/2 serving or less. Shake for 30-45 seconds to allow for proper mixing.,name_without_creatine,below_3g
211469,2,2,0,1,1.0,1.0,1058207,Super Mass Gainer Strawberry,Off Market,off_market,Directions: Add 2 1/2 cups of Super Mass Gainer to 24-32 fl. oz. of water or 32 fl. oz. of whole milk. Blend for 30-45 seconds. Add ice cubes; fruit or other ingredients as desired and blend for an additional 30-45 seconds. Note: Using milk will provide a thicker; creamier; higher-calorie shake.Shaker-cup friendly when using 1/2 serving or less. Shake for 30-45 seconds to allow for proper mixing.,name_without_creatine,below_3g
211477,1,0,1,0,,,1058273,Old Jack,Off Market,off_market,,name_without_creatine,unusable
211505,1,1,0,1,2.5,2.5,1058613,MegaWatt V2 Miami Vico,On Market,on_market,,name_without_creatine,below_3g
211524,1,1,0,1,1.5,1.5,1058897,Ritual Peach Mango Twist,On Market,on_market,,name_without_creatine,below_3g
211546,1,1,0,1,4.551,4.551,1059161,Anabolism,On Market,on_market,,name_without_creatine,at_least_3g
211616,1,1,0,1,5.0,5.0,1060201,Creatine 1000 mg,On Market,on_market,Suggested Use: 2 to 5 tablets shortly before exercise; and 2 to 3 tablets afterwards. When beginning creatine supplementation; taking 5 tablets; 4 times daily for 5 days may optimize results.,name_contains_creatine,at_least_3g
211620,1,1,0,1,3.0,3.0,1060275,Creatine,On Market,on_market,Suggested Use: 1 level teaspoon shortly before exercise; and 1 level teaspoon afterwards; mixed in water or juice as desired. When beginning creatine supplementation; taking up to 8 level teaspoons daily for 5 days may optimize results.,name_contains_creatine,at_least_3g
211635,1,1,0,1,2.5,2.5,1060420,HMB+ Creatine,On Market,on_market,Directions: To benefit from taking CaHMB and Creatine Monohydrate you require 3g and 5g respectively per day. To achieve this take one level scoop (4g) twice a day ideally with food.,name_contains_creatine,below_3g
211795,1,1,0,1,3.0,3.0,1061421,Creatine,On Market,on_market,Suggested Use: 1 level teaspoon shortly before exercise; and 1 level teaspoon afterwards; mixed in water or juice as desired. When beginning creatine supplementation; taking up to 8 level teaspoons daily for 5 days may optimize results.,name_contains_creatine,at_least_3g
211806,2,0,2,0,,,1061505,N.O.-XPLODE Blue Raz,On Market,on_market,Directions: Mix 1 scoop with 4-6 fl oz of cold water and consume 20-30 minutes before training. Do not shake. Stir powder.,name_without_creatine,unusable
211842,1,0,1,0,,,1061796,Proglycosyn Orange Cream,On Market,on_market,Recommended Use: Add two scoops of powder to 8 ounces of liquid and mix well. Use post-workout only.,name_without_creatine,unusable
211849,1,0,1,0,,,1061846,Proglycosyn Vanilla Cream,On Market,on_market,Recommended Use: Add two scoops of powder to 8 ounces of liquid and mix well. Use post-workout only.,name_without_creatine,unusable
211852,1,1,0,1,0.8,0.8,1061856,Creatine Monohydrate Caps 800 mg,Off Market,off_market,Usage: Take 1 to 6 capsules with water or fruit juice (Glucose; as found in certain fruit juices; enhances uptake and utilization of creatine monohydrate) - a minimum of 2.5 ounces of fluid for each capsule consumed; for higher doses; consult your qualified healthcare professional.,name_contains_creatine,below_3g
211979,1,1,0,1,6.0,6.0,1062355,Creatine Monohydrate,Off Market,off_market,Usage: Stir 1 scoop (6 g) of Creatine Monohydrate into 20 oz. of water or fruit juice (Glucose; as found in certain fruit juices; enhances uptake and utilization of creatine monohydrate); for higher intakes; consult your qualified healthcare professional.,name_contains_creatine,at_least_3g
211985,1,1,0,1,6.0,6.0,1062375,Creatine Monohydrate,Off Market,off_market,Usage: Stir 1 scoop (6 g) of Creatine Monohydrate into 20 oz. of water or fruit juice (Glucose; as found in certain fruit juices; enhances uptake and utilization of creatine monohydrate); for higher intakes; consult your qualified healthcare professional.,name_contains_creatine,at_least_3g
211998,1,1,0,1,6.0,6.0,1062420,Creatine Monohydrate,Off Market,off_market,Usage: Stir 1 scoop (6 g) of Creatine Monohydrate into 20 oz. of water or fruit juice (Glucose; as found in certain fruit juices; enhances uptake and utilization of creatine monohydrate); for higher intakes; consult your qualified healthcare professional.,name_contains_creatine,at_least_3g
212666,1,1,0,1,5.0,5.0,1067226,Creatine,On Market,on_market,Directions: Gently shake the container to loosen compressed powder. Add 1 level scoop (5 g) with 8 oz of Beachbody Performance Recover; water; or a high-carbohydrate beverage in accordance with recommended use below.Standard use: 1 serving per day.To  increase muscle creatine levels faster: Loading Phase: 4 servings per day (morning; midday; evening; and prior to sleep) for 5 days.Maintenance Phase: 1 serving per day.,name_contains_creatine,at_least_3g
212741,1,1,0,1,5.0,5.0,1068045,Alphagen Gummy Candy,On Market,on_market,Recommended Use: As a dietary supplement; mix 1 rounded scoop (24.8g) in 12-16oz water (depending on flavor preference) and consume 15-20 minutes pre-workout. Start with 1/2 scoop to assess tolerance. Gradually build up to 1 rounded scoop. Do not use more than one scoop at a time. Do not use more than 3 (three) scoops in a 24 hour period.,name_without_creatine,at_least_3g
212746,1,1,0,1,5.0,5.0,1068074,Alphagen Strawberry Lemonade,On Market,on_market,Recommended Use: As a dietary supplement; mix 1 rounded scoop (24.8g) in 12-16oz water (depending on flavor preference) and consume 15-20 minutes pre-workout. Start with 1/2 scoop to assess tolerance. Gradually build up to 1 rounded scoop. Do not use more than one scoop at a time. Do not use more than 3 (three) scoops in a 24 hour period.,name_without_creatine,at_least_3g
212911,1,1,0,1,2.5,2.5,1069432,Reload Recovery Matrix Grape Berry Crush,Off Market,off_market,As a dietary supplement; mix 1 scoop of RELOAD into 8-12 ounces of water. Vary the amount of water to achieve your desired flavor level. For maximum results; RELOAD should be taken on training and non-training days as follows:On training days: Take RELOAD once daily. If training in the morning; take 1 serving between meals late in the afternoon or evening. If training in the evening; take 1 serving early in the day. On non-training days: Take one serving 1-2 times daily between meals.Stacks well with NutraBio's PRE and INTRA BLAST: On training days; take PRE 30 minutes prior to training; sip INTRA BLAST throughout training and take RELOAD as directed.,name_without_creatine,below_3g
212922,1,1,0,1,3.0,3.0,1069548,PRE EXTREME Grape Berry Crush,Off Market,off_market,Suggested Use: As a dietary supplement; mix 1 heaping scoop of Pre Extreme into 12-14 ounces of water and consume 30-45 minutes prior to resistance training. Vary the amount of water to achieve your desired flavor level. Pre is extremely powerful; first time users should begin with 1/2 scoop or less to assess your tolerance.,name_without_creatine,at_least_3g
212924,1,1,0,1,3.0,3.0,1069592,PRE Grape Berry Crush,Off Market,off_market,Suggested Use: As a dietary supplement; mix 1 heaping scoop of PRE into 12-14 ounces of water and consume 20-30 minutes prior to exercise. Vary the amount of water to achieve your desired flavor level. PRE is extremely powerful; first time users should begin use with 1/2 scoop or less to assess your tolerance. Do not exceed 1 scoop in any 24 hour period or use more than 5 days in any 7 day period.,name_without_creatine,at_least_3g
212936,1,1,0,1,3.0,3.0,1069694,PRE Stim-Free Dragonfruit Candy,Off Market,off_market,Suggested Use: As a dietary supplement; mix 1 heaping scoop of PRE into 12-14 ounces of water and consume 30-45 minutes prior to exercise. Vary the amount of water to achieve your desired flavor level.,name_without_creatine,at_least_3g
212981,1,1,0,1,3.0,3.0,1070226,Extreme Nitric Stack Blood Orange,Off Market,off_market,Suggested Use: Take 1 serving of Extreme Nitric Stack (ENS) mixed into 16 ounces of water; once daily o an empty stomach. On workout days: If using ENS as a pre-workout; take 1 serving 30-45 minutes prior to your workout. If using an alternate pre-workout product; take ENS at least 4 hours before or after your pre-workout. Drink at least 32 ounces of additional water per day when using this product.,name_without_creatine,at_least_3g
212987,1,1,0,1,4.17,4.17,1070270,CGT Max Tropical Fruit Punch,Off Market,off_market,Suggested Use: As a dietary supplement; take 1-2 servings daily mixed into 16 oz of your favorite beverage.,name_without_creatine,at_least_3g
213073,1,1,0,1,5.0,5.0,1070980,Creatine Monohydrate,Off Market,off_market,1 serving | Mixed with 16 oz. favorite beverage | 1x daily Suggested use: As a dietary supplement; mix one serving of 5 grams (one scoop) into at least 16 ounces of water or suitable beverage and drink within 15 minutes. Consume one serving per day. For best results; use this product as part of a proper diet and exercise program.,name_contains_creatine,at_least_3g
213080,1,1,0,1,3.5,3.5,1071051,ATP Evolution,Off Market,off_market,Suggested use: As a dietary supplement; mix one serving into at least 16 ounces of water or your favorite beverage and drink within 15 minutes. For best results; use this product as part of a proper diet and exercise program.,name_without_creatine,at_least_3g
213146,1,1,0,1,5.0,5.0,1071641,Prodrene Cinnamon Vanilla Flavor,On Market,on_market,How do I use Prodrene?Suggested Use: Two scoops; taken daily with water; juice or beverage of choice as a dietary supplement or as directed by a health care professional. Best if taken one hour before or after eating.,name_without_creatine,at_least_3g
213276,1,0,1,0,,,1072479,Libido Enricher,On Market,on_market,Directions: Begin with 1-4 capsules. Take product preferably on an empty stomach 2 hours before romance.,name_without_creatine,unusable
213431,1,1,0,1,5.0,5.0,1074007,Red White & Boom Let's Make America Grape Again,On Market,on_market,Directions: Mix 1 scoop with 10-16 ounces of water and consume approximately 15-30 minutes prior to your workout. To assess tolerance; new users may want to start with 1/2 scoop.,name_without_creatine,at_least_3g
213438,1,1,0,1,5.0,5.0,1074048,Red White & Boom 'Merican Made,On Market,on_market,Directions: Mix 1 scoop with 10-16 ounces of water and consume approximately 15-30 minutes prior to your workout. To assess tolerance; new users may want to start with 1/2 scoop.,name_without_creatine,at_least_3g
213456,1,1,0,1,5.0,5.0,1074269,Red White & Boom Not Your Granny's Apple,On Market,on_market,Directions: Mix 1 scoop with 10-16 ounces of water and consume approximately 15-30 minutes prior to your workout. To assess tolerance; new users may want to start with 1/2 scoop.,name_without_creatine,at_least_3g
213458,1,1,0,1,5.0,5.0,1074277,Red White & Boom Blood Sweat & Tears,On Market,on_market,Directions: Mix 1 scoop with 10-16 ounces of water and consume approximately 15-30 minutes prior to your workout. To assess tolerance; new users may want to start with 1/2 scoop.,name_without_creatine,at_least_3g
213497,1,1,0,1,3.0,3.0,1074674,Grapalm,On Market,on_market,,name_without_creatine,at_least_3g
213502,1,1,0,1,3.0,3.0,1074707,Blood Orange,On Market,on_market,,name_without_creatine,at_least_3g
213507,1,1,0,1,4.551,4.551,1074749,Anabolism,On Market,on_market,Suggested Use: 1 pack daily taken 30 minutes prior to training.,name_without_creatine,at_least_3g
213712,1,1,0,1,3.0,3.0,1077813,Pre Effect XT Strawberry Watermelon,On Market,on_market,Directions: Mix one (1) scoop (22.8g) with 10-12 oz. of water 30 minutes before exercise,name_without_creatine,at_least_3g
213797,1,1,0,1,3.0,3.0,1079152,Natural Energized Training Formula 2.0 Fruit Punch,Off Market,off_market,Directions: Mix one (1) scoop (8g) with 8-10 oz. of water prior to training.,name_without_creatine,at_least_3g
213908,1,1,0,1,3.0,3.0,1080711,Pure Pre Pineapple Coconut,Off Market,off_market,Directions: Mix one (1) scoop (11.1 g) with 8-10 oz. of water; 20 minutes before exercise.,name_without_creatine,at_least_3g
213944,2,2,0,2,1.6,3.2,1081069,BCAA2 Intra-Workout Citrus Squeeze,On Market,on_market,To ensure proper mixture; shake well before use. Suggested Use: Mix 1/2-1 scoop in 8-12 oz. of water; Consume 20-30 minutes before training. Due to the potency of this product; it's recommended to begin use with 1/2 scoop to assess tolerance.Do not exceed 1 scoop daily,name_without_creatine,at_least_3g
213946,1,1,0,1,3.0,3.0,1081096,Natural Energized Training Formula 2.0 Fruit Punch,Off Market,off_market,Directions: Mix one (1) scoop (8 g) with 8-10 oz. of water prior to training.,name_without_creatine,at_least_3g
213951,2,2,0,2,1.6,3.2,1081173,BCAA2 Intra-Workout Lunar Pop,On Market,on_market,To ensure proper mixture; shake well before use. Suggested Use: Mix 1/2-1 scoop in 8-12 oz. of water; Consume 20-30 minutes before training. Due to the potency of this product; it's recommended to use with 1/2 scoop to assess tolerance. Do not exceed 1 scoop daily.,name_without_creatine,at_least_3g
213960,1,1,0,1,2.0,2.0,1081415,Natural Pre Workout Carnival Candy,On Market,on_market,To ensure proper mixture; shake well before use. Suggested Use: Mix 1 scoop in 6-8 oz. of water; Consume 20-30 minutes before training or physical activity. Do not exceed 1 scoop daily.,name_without_creatine,below_3g
213962,1,1,0,1,2.0,2.0,1081428,Natural Pre Workout Island Mist,On Market,on_market,To ensure proper mixture; shake well before use. Suggested Use: Mix 1 scoop in 6-8 oz. of water; Consume 20-30 minutes before training or physical activity. Do not exceed 1 scoop daily.,name_without_creatine,below_3g
213966,2,2,0,2,1.6,3.2,1081453,Pinnacle Pre-Workout Maui Crush,On Market,on_market,To ensure proper mixture; shake well before use. Suggested Use: Mix 1/2-1 scoop in 8-12 oz. of water;Consume 20-30 minutes before training. Due to the potency of this product; it's recommended to begin use with 1/2 scoop to assess tolerance.Do not exceed 1 scoop daily.,name_without_creatine,at_least_3g
213970,2,2,0,2,1.6,3.2,1081495,Pinnacle Pre-Workout Pink Slushee,On Market,on_market,To ensure proper mixture; shake well before use. Suggested Use: Mix 1/2-1 scoop in 8-12 oz. of water; Consume 20-30 minutes before training. Due to the potency of this product; it's recommended to begin use with 1/2 scoop to assess tolerance. Do not exceed 1 scoop daily.,name_without_creatine,at_least_3g
213986,1,1,0,1,2.5,2.5,1081606,BioCreatine with Himalayan Salt & Fenugreek,On Market,on_market,Suggested Use: Take 1-2 servings per day with water; or as directed by a healthcare practioner.,name_contains_creatine,below_3g
214024,1,1,0,1,5.0,5.0,1081919,Creatine Complex,Off Market,off_market,Suggested Use: As a dietary supplement for adults; take six (6) tablets daily; preferably taken with a carbohydrate snack or juice; or as directed by a healthcare practitioner.,name_contains_creatine,at_least_3g
